CAS Number	SMILES
58-36-6	O([As]1c2ccccc2Oc2ccccc12)[As]1c2ccccc2Oc2ccccc12
58-36-6	O[As]1c2ccccc2Oc2ccc(cc12)-c1ccc2Oc3ccccc3[As](O)c2c1
584-84-9	Cc1ccc(cc1N=C=O)N=C=O
5873-54-1	O=C=Nc1ccc(Cc2ccccc2N=C=O)cc1
58-89-9	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
591-78-6	CCCCC(C)=O
592-01-8	[Ca+2].[C-]#N.[C-]#N
592-01-8	N#C[Ca]C#N
593-60-2	BrC=C
594-42-3	ClSC(Cl)(Cl)Cl
5945-33-5	CC(C)(c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
594-72-9	CC(Cl)(Cl)[N+]([O-])=O
59-50-7	Cc1cc(O)ccc1Cl
598-63-0	[Pb].[O-]C([O-])=O.[O-]C([O-])=O
598-63-0	[Pb].OC([O-])=O.[O-]C([O-])=O
598-63-0	O=C1O[Pb]O1
5989-27-5	CC(=C)C1CCC(C)=CC1
600-25-9	CCC(Cl)[N+]([O-])=O
6004-24-6	CCCCCCCCCCCCCCCC[n+]1ccccc1
60207-90-1	CCCC1COC(Cn2cncn2)(O1)c1ccc(Cl)cc1Cl
60-29-7	CCOCC
603-34-9	c1ccc(cc1)N(c1ccccc1)c1ccccc1
603-35-0	c1ccc(cc1)P(c1ccccc1)c1ccccc1
60-34-4	CNN
60456-26-0	CCCC(=O)OCC1CO1
60-57-1	ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
60-57-1	ClC1=CC2C3C4CC(C5OC45)C3C1C2(Cl)Cl
608-73-1	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
612-83-9	[Cl-].[Cl-].[N+H3]c1ccc(cc1Cl)-c1ccc([N+H3])c(Cl)c1
612-83-9	Cl.Cl.Nc1ccc(cc1Cl)c1ccc(N)c(Cl)c1
612-83-9	Cl.Cl.Nc1ccc(cc1Cl)-c1ccc(N)c(Cl)c1
612-83-9	Nc1ccc(c(Cl)c1)-c1ccc(N)c(Cl)c1
61788-32-7	C1CC=CC(C1)c1ccc(cc1)C1CCC=CC1
61788-32-7	C1CCC(CC1)C1CCCC(C1)C1CCCCC1
61788-54-3	CCCCCCCCC=CCCCCCCCC(=O)O[Pb]OC(=O)CCCCCCCC=CCCCCCCCC
61790-14-5	O=C(CC1CCCC1)O[Pb]OC(=O)CC1CCCC1
61791-31-9	CCCCCCCCCCCCN(CCO)CCO
61-82-5	Nc1nc[nH]n1
61-82-5	Nc1ncn[nH]1
61-82-5	Nc1nnc[nH]1
61951-96-0	CC(C)(C)CC(C)(C)CC(=O)O[Cd]OC(=O)CC(C)(C)CC(C)(C)C
61951-96-0	CC(C)(C)CC(C)(C)CC(O)=O
624-49-7	COC(=O)C=CC(=O)OC
624-83-9	CN=C=O
62-53-3	Cl.Nc1ccccc1
62-53-3	Nc1ccccc1
626-17-5	N#Cc1cccc(c1)C#N
626-38-0	CCCC(C)OC(C)=O
627-13-4	CCCO[N+]([O-])=O
62-73-7	COP(=O)(OC)OC=C(Cl)Cl
62-74-8	[Na+].[O-]C(=O)CF
62-74-8	FCC(=O)O[Na]
62-75-9	CN(C)N=O
62850-32-2	CN(C)C(=O)SCCCCOc1ccccc1
628-63-7	CCCCCOC(C)=O
628-96-6	[O-][N+](=O)OCCO[N+]([O-])=O
6291-85-6	CCOCCCN
630-08-0	[C-]#[O+]
630-20-6	ClCC(Cl)(Cl)Cl
63-25-2	CNC(=O)Oc1cccc2ccccc12
63449-41-2	[Cl-].CCCCCCCCCC[N+](C)(C)Cc1ccccc1
63449-41-2	[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
63449-41-2	[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
638-21-1	Pc1ccccc1
6385-62-2	O.[Br-].[Br-].C1C[n+]2ccccc2-c2cccc[n+]12
64-17-5	CCO
64-18-6	OC=O
64-19-7	CC(O)=O
6423-43-4	CC(CO[N+]([O-])=O)O[N+]([O-])=O
64359-81-5	CCCCCCCCN1SC(Cl)=C(Cl)C1=O
64-67-5	CCOS(=O)(=O)OCC
64742-46-7	CCCCCCCCCCCCCCC
64742-47-8	CCCCCCCCCCCC
64742-48-9	CCCCCCCCC
64742-82-1	CCCCCCCCC
6484-52-2	[N+H4].[O-][N+]([O-])=O
65733-16-6	COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C
65-85-0	OC(=O)c1ccccc1
65907-30-4	CCCCOC(=O)N(C)SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21
66204-44-2	CC1CN(CO1)CN1COC(C)C1
66215-27-8	Nc1nc(N)nc(NC2CC2)n1
66603-10-9	[K+].ON=[N+]([O-])C1CCCCC1
67375-30-8	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
67-56-1	CO
67564-91-4	CC(CN1CC(C)OC(C)C1)Cc1ccc(cc1)C(C)(C)C
67-63-0	CC(C)O
67-64-1	CC(C)=O
67-66-3	ClC(Cl)Cl
67-72-1	ClC(Cl)(Cl)C(Cl)(Cl)Cl
67843-74-7	ClCC1CO1
680-31-9	CN(C)P(=O)(N(C)C)N(C)C
68131-39-5	CCCCCCCCCCCCOCC
68131-39-5	CCCCCCCCCCCCOCCOCCOCCOCCOCCO
681-84-5	CO[Si](OC)(OC)OC
683-18-1	[Cl-].[Cl-].CCCC[Sn+2]CCCC
683-18-1	CCCC[Sn](Cl)(Cl)CCCC
6834-92-0	[Na]O[Si](=O)O[Na]
6834-92-0	[Na+].[Na+].[O-][Si]([O-])=O
68359-37-5	CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1
68391-01-5	[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
684-16-2	FC(F)(F)C(=O)C(F)(F)F
68424-85-1	[Cl-].CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
68476-85-7	CCCC
68476-85-7	CCCCC
68479-98-1	CCC(CC)c1cccc(N)c1N
68479-98-1	CCc1cc(C)c(N)c(CC)c1N
68479-98-1	CCc1ccc(N)c(C)c1C
68515-48-0	CC(C)(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)(C)C
68515-48-0	CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C
68515-48-0	CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
68515-49-1	CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C
68515-49-1	CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
68515-73-1	CCCCCCCCCCOC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
685-63-2	FC(F)=C(F)C(F)=C(F)F
68603-42-9	CCCCCCCCCCCC(=O)N(CCO)CCO
68876-84-6	CCCCCCCC(=O)O[Cd]OC(=O)CCCCCCC
68909-20-6	C[Si](C)(C)N[Si](C)(C)C
68955-55-5	CCCCCCCCCCCC[N+](C)(C)[O-]
68955-55-5	CCCCCCCCCCCCCCC[N+](C)(C)[O-]
6923-22-4	CNC(=O)C=C(C)OP(=O)(OC)OC
69-72-7	OC(=O)c1ccccc1O
70161-44-3	[Na+].OCNCC([O-])=O
70258-18-3	ClCc1ccc(Cl)nc1
70592-80-2	CCCCCCCCCC[N+](C)(C)[O-]
70592-80-2	CCCCCCCCCCCCC[N+](C)(C)[O-]
71-23-8	CCCO
71-36-3	CCCCO
71-43-2	c1ccccc1
71-48-7	CC(=O)O[Co]OC(C)=O
71-48-7	CC(O)=O
71-55-6	CC(Cl)(Cl)Cl
7173-51-5	[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
71751-41-2	CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C54O)O2)C=CC1C
71751-41-2	CCC(C)C1OC2(CC3CC(CC=C(C)C(OC4CC(OC)C(OC5CC(OC)C(O)C(C)O5)C(C)O4)C(C)C=CC=C4COCC5C(O)C(C)=CC(C(=O)O3)C54O)O2)C=CC1C
72-20-8	ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
72-20-8	ClC1C2C3C4CC(C5OC45)C3C(C=1Cl)C2(Cl)Cl
72-43-5	COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl
72490-01-8	CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1
731-27-1	CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1
7320-34-5	[K]OP(=O)(O[K])OP(=O)(O[K])O[K]
7328-97-4	C1OC1COc1ccc(cc1)C(C(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
7429-90-5	[Al]
7439-89-6	[Fe]
7439-92-1	[Pb]
7439-92-1	[PbH4]
7439-96-5	[Mn]
7439-97-6	[Hg]
7439-98-7	[Mo]
7440-02-0	[Ni]
7440-16-6	[Rh]
7440-21-3	[SiH4]
7440-22-4	[Ag]
7440-23-5	[Na]
7440-23-5	[NaH]
7440-25-7	[Ta]
7440-28-0	[Tl]
7440-28-0	[TlH]
7440-31-5	[SnH4]
7440-33-7	[W]
7440-36-0	[Sb]
7440-38-2	[As]
7440-38-2	[AsH3]
7440-39-3	[Ba]
7440-41-7	[Be]
7440-43-9	[Cd]
7440-43-9	[Cd+2]
7440-47-3	[Cr]
7440-48-4	[Co]
7440-48-4	[Co]=[Co]
7440-50-8	[Cu]
7440-58-6	[Hf]
7440-61-1	[U]
7440-65-5	[Y]
7440-67-7	[Zr]
7440-74-6	[In]
7446-14-2	[Pb].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O
7446-14-2	[Pb+2].[O-]S([O-])(=O)=O
7446-14-2	O=S1(=O)O[Pb]O1
74-83-9	CBr
74-87-3	CCl
74-88-4	CI
7488-55-3	[Sn].[O-]S([O-])(=O)=O
74-89-5	CN
74-90-8	[C-]#N
74-90-8	C#N
74-93-1	CS
74-94-2	B.CNC
74-96-4	CCBr
74-97-5	ClCBr
74-99-7	CC#C
75-00-3	CCCl
75032-87-0	COC(C)CCOC(Cl)=O
75-07-0	CC=O
75-15-0	S=C=S
75-21-8	C1CO1
75-25-2	BrC(Br)Br
75-26-3	CC(C)Br
75-28-5	CC(C)C
75-31-0	CC(C)N
75-34-3	CC(Cl)Cl
75-35-4	ClC(Cl)=C
75-43-4	FC(Cl)Cl
75-44-5	ClC(Cl)=O
75-45-6	FC(F)Cl
75-47-8	IC(I)I
75-50-3	CN(C)C
75-52-5	C[N+]([O-])=O
7553-56-2	II
75-55-8	CC1CN1
75-56-9	CC1CO1
75-57-0	[Cl-].C[N+](C)(C)C
7558-80-7	[Na+].OP(O)([O-])=O
7558-80-7	OP(O)(=O)O[Na]
75-59-2	[O-H].C[N+](C)(C)C
75-61-6	FC(F)(Br)Br
75-63-8	FC(F)(F)Br
75-65-0	CC(C)(C)O
75-69-4	FC(Cl)(Cl)Cl
75-71-8	FC(F)(Cl)Cl
7572-29-4	ClC#CCl
75-74-1	C[Pb](C)(C)C
75-75-2	CS(O)(=O)=O
7580-67-8	[Li+]
75-99-0	CC(Cl)(Cl)C(O)=O
76-12-0	FC(Cl)(Cl)C(F)(Cl)Cl
76-13-1	FC(F)(Cl)C(F)(Cl)Cl
76-14-2	FC(F)(Cl)C(F)(F)Cl
76-15-3	FC(F)(F)C(F)(F)Cl
7616-94-6	FCl(=O)(=O)=O
76-22-2	CC1(C)C2CCC1(C)C(=O)C2
7631-86-9	O=[Si]=O
7631-90-5	[Na]OS(=O)=O
7631-90-5	[Na+].[O-][S+]([O-])[O-]
7631-90-5	[Na+].O[S+]([O-])[O-]
7631-90-5	[Na+].O[S+](=O)=O
7631-99-4	[Na+].[O-][N+]([O-])=O
7631-99-4	[O-][N+](=O)O[Na]
7632-00-0	[Na].ON=O
7632-00-0	[Na]ON=O
7632-00-0	[Na+].[O-]N=O
76-44-8	ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
7646-78-8	Cl[Sn](Cl)(Cl)Cl
7646-85-7	[Cl-].[Cl-].[Zn+2]
7646-85-7	Cl[Zn]Cl
7647-01-0	[Cl-]
7647-01-0	Cl
7647-15-6	[Na]Br
7664-38-2	[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O
7664-38-2	OP(O)(O)=O
7664-39-3	F
7664-41-7	N
7664-93-9	OS(O)(=O)=O
7681-49-4	[F-].[Na+]
7681-49-4	F[Na]
7681-52-9	[Na]OCl
7681-52-9	[Na+].[O-]Cl
7681-57-4	[Na+].[Na+].[O-][S+]([O-])O[S+]([O-])[O-]
7681-57-4	[Na+].[Na+].[O-][S+]([O-])S([O-])(=O)=O
7681-57-4	[Na+].[Na+].[O-]S(=O)(=O)[S+](=O)=O
7681-57-4	[O-][S+](O[Na])O[S+]([O-])O[Na]
768-52-5	CC(C)Nc1ccccc1
7697-37-2	O[N+]([O-])=O
7718-54-9	[Cl-].[Cl-].[Ni+2]
7718-54-9	Cl[Ni]Cl
7722-64-7	[K]O[Mn](=O)(=O)=O
7722-64-7	[K+].[O-][Mn](=O)(=O)=O
7722-84-1	OO
7722-88-5	[Na]OP(=O)(O[Na])OP(=O)(O[Na])O[Na]
7723-14-0	P
7726-95-6	BrBr
7727-37-9	N#N
7733-02-0	[Zn+2].[O-]S([O-])(=O)=O
7733-02-0	O=S1(=O)O[Zn]O1
7738-94-5	O[Cr](O)(=O)=O
77-47-4	ClC1C(Cl)=C(Cl)C(Cl)(Cl)C=1Cl
7757-82-6	[Na]OS(=O)(=O)O[Na]
7757-82-6	[Na+].[Na+].[O-]S([O-])(=O)=O
7758-19-2	[Na+].[O-]Cl=O
7758-29-4	[Na]OP(=O)(O[Na])OP(=O)(O[Na])OP(=O)(O[Na])O[Na]
7758-29-4	[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O
7758-29-4	[Na+].[Na+].[Na+].[Na+].[Na+].[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
7758-89-6	Cl[Cu]
7758-97-6	[Pb+2].[O-][Cr]([O-])(=O)=O
7758-97-6	O=[Cr]1(=O)O[Pb]O1
7758-98-7	[Cu+2].[O-]S([O-])(=O)=O
7758-98-7	O=S1(=O)O[Cu]O1
7758-99-8	O.O.O.O.O.[Cu+2].[O-]S([O-])(=O)=O
7758-99-8	O.O.O.O.O.[Cu+2].OS(O)(=O)=O
7758-99-8	O.O.O.O.O.O=S1(=O)O[Cu]O1
7758-99-8	O=S1(=O)O[Cu]O1
7761-88-8	[Ag+].[O-][N+]([O-])=O
7772-99-8	[Cl-].[Cl-].[Sn+2]
7772-99-8	[Cl-].[Cl-].[Sn+2H2]
7772-99-8	Cl[Sn]Cl
7773-06-0	[N+H4].NS([O-])(=O)=O
77-73-6	C1C=CC2C3CC(C=C3)C12
77-78-1	COS(=O)(=O)OC
7778-50-9	[K]O[Cr](=O)(=O)O[Cr](=O)(=O)O[K]
7778-50-9	[K+].[K+].[O-][Cr](=O)(=O)O[Cr]([O-])(=O)=O
7778-50-9	[K+].[K+].[O-][Cr+](=O)=O.[O-][Cr]([O-])(=O)=O
7778-54-3	[Ca+2].[O-]Cl.[O-]Cl
7778-54-3	ClO[Ca]OCl
7779-90-0	[Zn+2].[Zn+2].[Zn+2].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O
7782-41-4	FF
7782-49-2	[Se]
7782-50-5	ClCl
7782-65-2	[Ge]
7782-65-2	[GeH4]
7783-20-2	[N+H4].[N+H4].[O-]S([O-])(=O)=O
7783-33-7	[K+].[K+].I[Hg-2](I)(I)I
7783-41-7	FOF
7783-54-2	FN(F)F
7783-60-0	[F-].[F-].[F-].[F-].[S+2H4].[S+2H4]
7783-60-0	FS(F)(F)F
7783-80-4	[F-].[F-].[F-].[F-].[F-].[F-].[Te+2H2].[Te+2H2].[Te+2H2]
7784-40-9	[Pb+2].O[As]([O-])([O-])=O
7784-40-9	[Pb+2H2].O[As]([O-])([O-])=O
7784-42-1	[As]
7784-42-1	[AsH3]
7786-34-7	COC(=O)C=C(C)OP(=O)(OC)OC
7786-34-7	COC(O)C=C(C)OP(O)(OC)OC
7786-81-4	[Ni+2].[O-]S([O-])(=O)=O
7786-81-4	O=S1(=O)O[Ni]O1
7788-98-9	[N+H4].[N+H4].[O-][Cr]([O-])(=O)=O
7789-00-6	[K]O[Cr](=O)(=O)O[K]
7789-00-6	[K+].[K+].[O-][Cr]([O-])(=O)=O
7789-23-3	F[K]
7789-24-4	[Li+].[F-]
7789-30-2	FBr(F)(F)(F)F
7790-44-5	[Sb+3].[I-].[I-].[I-]
7790-44-5	I[Sb](I)I
7790-91-2	FCl(F)F
7790-92-3	OCl
7790-94-5	OS(Cl)(=O)=O
77-92-9	OC(=O)CC(O)(CC(O)=O)C(O)=O
78-00-2	CC[Pb](CC)(CC)CC
7803-49-8	NO
7803-51-2	P
7803-62-5	[Si]
7803-62-5	[SiH4]
78-30-8	Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
78-34-2	CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC
78-59-1	CC1CC(C)(C)CC(=O)C=1
78-70-6	CC(C)=CCCC(C)(O)C=C
78-79-5	CC(=C)C=C
78-83-1	CC(C)CO
78-87-5	CC(Cl)CCl
78-92-2	CCC(C)O
78-93-3	CCC(C)=O
79-00-5	ClCC(Cl)Cl
79-20-9	COC(C)=O
79-21-0	CC(=O)OO
79-24-3	CC[N+]([O-])=O
79-27-6	BrC(Br)C(Br)Br
793-24-8	CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1
79-33-4	CC(O)C(O)=O
79-34-5	ClC(Cl)C(Cl)Cl
79-41-4	CC(=C)C(O)=O
79-43-6	OC(=O)C(Cl)Cl
79-44-7	CN(C)C(Cl)=O
79-46-9	CC(C)[N+]([O-])=O
79-94-7	CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
8000-28-0	CC(=O)OC(C)(CCC=C(C)C)C=C
8000-29-1	CC(C)=CCCC(C)=CCO
8000-34-8	COc1cc(CC=C)ccc1O
8000-48-4	CC12CCC(CC1)C(C)(C)O2
8001-35-2	ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
8001-35-2	ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl
8001-35-2	ClCC1(CCl)C(=C)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl
8001-54-5	[Cl-].CCCCCCCC[N+](C)(C)Cc1ccccc1
8001-54-5	[Cl-].CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
8001-54-5	[Cl-].CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
8001-54-5	CCCCCCCCCCCCCC[N+](C)(C)c1ccccc1
8001-79-4	CCCCCCC(O)CC=CCCCCCCCOC(=O)C(COC(=O)CCCCCCCC=CCC(O)CCCCCC)OC(=O)CCCCCCC=CCC(O)CCCCCC
8001-79-4	CCCCCCCCC=CCCCCCCCC(O)=O.CCCCCCC=CC=CCCCCCCCC(O)=O.CCCCCCC(O)CC=CCCCCCCCC(O)=O
8003-34-7	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C.COC(=O)C(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C
8003-34-7	CC1C(OC(=O)C2C(C=C(C)C)C2(C)C)C=C(CC=CC=C)C1=O
8003-34-7	COC(=O)C(C)=CC1C(C(=O)OC2CC(=O)C(CC=CC=C)=C2C)C1(C)C
8006-61-9	CCC(C)C
8007-40-7	CCCCCCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC
8007-80-5	O=CC=Cc1ccccc1
8008-20-6	CCCCCCCCCCCC
8008-79-5	CC(=C)C1CC=C(C)C(=O)C1
8012-95-1	CCCCCCCCCCCC
8014-95-7	O=S(=O)=O.OS(O)(=O)=O
8021-39-4	COc1ccccc1O
8022-00-2	CCSCCOP(=S)(OC)OC.CCSCCSP(=O)(OC)OC
8022-00-2	CCSCCSP(=O)(OC)OC
8030-30-6	CCCCC(C)CC(C)C
8032-32-4	CCCCCCCC
80-46-6	CCC(C)(C)c1ccc(O)cc1
8052-41-3	CCCCCCCCCC
80-62-6	COC(=O)C(C)=C
8065-48-3	CCOP(=O)(OCC)SCCSCC.CCOP(=O)(OCC)SCCSCC
8065-48-3	CCOP(=O)(OCC)SCCSCC.CCOP(=S)(OCC)OCCSCC
80844-07-1	CCOc1ccc(cc1)C(C)(C)COCc1cccc(Oc2ccccc2)c1
811-97-2	FCC(F)(F)F
81-81-2	CC(=O)CC(c1ccccc1)C1C(=O)c2ccccc2OC=1O
81-81-2	CC(=O)CC(c1ccccc1)C1C(=O)Oc2ccccc2C=1O
818-61-1	OCCOC(=O)C=C
822-06-0	O=C=NCCCCCCN=C=O
823-40-5	Cc1c(N)cccc1N
82657-04-3	Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1
83-26-1	CC(C)(C)C(=O)C1C(=O)c2ccccc2C=1O
83-26-1	CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
83-79-4	COc1cc2OCC3Oc4c5CC(Oc5ccc4C(=O)C3c2cc1OC)C(C)=C
84-66-2	CCOC(=O)c1ccccc1C(=O)OCC
84-69-5	CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
84-74-2	CCCCOC(=O)c1ccccc1C(=O)OCCCC
84852-15-3	CC(C)CC(C)CC(C)c1ccc(O)cc1
84852-15-3	CC(C)CCCCCCc1ccc(O)cc1
84852-15-3	CCCC(CCC)CCc1ccc(O)cc1
85-00-7	[Br-].[Br-].C1C[n+]2ccccc2c2cccc[n+]12
85-00-7	[Br-].[Br-].C1C[n+]2ccccc2-c2cccc[n+]12
85-00-7	[Br-H4].[Br-H4].C1C[n+]2ccccc2c2cccc[n+]12
85-00-7	C1C[n+]2ccccc2-c2cccc[n+]12
85203-81-2	CCCC(CC)CC(=O)O[Zn]OC(=O)CC(CC)CCC
85-44-9	O=C1OC(=O)c2ccccc12
85535-84-8	CCCCCC(Cl)CCCC
85-68-7	CCCCc1ccccc1Cc1cccc(C([O-])=O)c1C([O-])=O
85-68-7	CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
86347-14-0	CC(c1c[nH]cn1)c1cccc(C)c1C
86479-06-3	FC(F)C(F)(F)Oc1c(Cl)cc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl
86-50-0	COP(=S)(OC)SCN1N=Nc2ccccc2C1=O
86-88-4	NC(=S)Nc1cccc2ccccc12
869-24-9	CCN(CC)CCCl
869-24-9	Cl.CCN(CC)CCCl
872-50-4	CN1CCCC1=O
87-68-3	ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
87-86-5	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
87-90-1	ClN1C(=O)N(Cl)C(=O)N(Cl)C1=O
88-04-0	Cc1cc(O)cc(C)c1Cl
88-12-0	C=CN1CCCC1=O
88-24-4	CCc1cc(Cc2cc(CC)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C
88-72-2	Cc1ccccc1[N+]([O-])=O
88-85-7	CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O
88-89-1	Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
89-72-5	CCC(C)c1ccccc1O
89-83-8	CC(C)c1ccc(C)cc1O
90035-08-8	OC1c2ccccc2OC(=O)C=1C1CC(Cc2ccccc12)c1ccc(OCc2ccc(cc2)C(F)(F)F)cc1
90-04-0	COc1ccccc1N
9004-82-4	[Na+].CCCCCCCCCCCCOCCOS([O-])(=O)=O
9004-82-4	CCCCCCCCCCCCOC=COC=COS(=O)(=O)O[Na]
90076-65-6	[Li+].FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F
90076-65-6	[Li+].FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F
9016-45-9	CCCCCCCCCc1ccc(OCCO)cc1
9016-45-9	CCCCCCCCCc1ccccc1OCCO
90-30-2	N(c1ccccc1)c1cccc2ccccc12
90-43-7	Oc1ccccc1c1ccccc1
90-43-7	Oc1ccccc1-c1ccccc1
91-20-3	c1ccc2ccccc2c1
91-22-5	c1ccc2ncccc2c1
91465-08-6	CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1
91465-08-6	CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
91-59-8	Nc1ccc2ccccc2c1
91-64-5	O=C1Oc2ccccc2C=C1
91-66-7	CCN(CC)c1ccccc1
91-67-8	CCN(CC)c1cccc(C)c1
91788-83-9	CN1C(C)(C)CC(CC1(C)C)OC(=O)CC(C(CC(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1
91-94-1	Nc1ccc(cc1Cl)-c1ccc(N)c(Cl)c1
924-16-3	CCCCN(CCCC)N=O
92-52-4	c1ccc(cc1)c1ccccc1
92-52-4	c1ccc(cc1)-c1ccccc1
92-67-1	Nc1ccc(cc1)-c1ccccc1
92-84-2	N1c2ccccc2Sc2ccccc12
92-87-5	Nc1ccc(cc1)-c1ccc(N)cc1
92-93-3	[O-][N+](=O)c1ccc(cc1)-c1ccccc1
930-55-2	O=NN1CCCC1
93-76-5	OC(=O)COc1cc(Cl)c(Cl)cc1Cl
93894-07-6	[Cd+2].CCCCCCCCCc1ccccc1[O-].CCCCCCCCCc1ccccc1[O-]
94-36-0	O=C(OOC(=O)c1ccccc1)c1ccccc1
94361-06-5	CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1
944-22-9	CCOP(=S)(CC)Sc1ccccc1
944-22-9	CCOP(=S)(OCC)Sc1ccccc1
94-75-7	OC(=O)COc1ccc(Cl)cc1Cl
94-96-2	CCCC(O)C(CC)CO
950-37-8	COC1SC(=O)N(CSP(=S)(OC)OC)N=1
95-13-6	C1C=Cc2ccccc12
95-33-0	C1CCC(CC1)NSc1nc2ccccc2s1
95-47-6	Cc1ccccc1C
95-48-7	Cc1ccccc1O
95-49-8	Cc1ccccc1Cl
95-50-1	Clc1ccccc1Cl
95-53-4	Cc1ccccc1N
95-54-5	Nc1ccccc1N
95-63-6	Cc1ccc(C)c(C)c1
95737-68-1	CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
95-80-7	Cc1ccc(N)cc1N
95-87-4	Cc1ccc(C)c(O)c1
96-18-4	ClCC(Cl)CCl
96-22-0	CCC(=O)CC
96-23-1	OC(CCl)CCl
96-33-3	COC(=O)C=C
96-34-4	COC(=O)CCl
96-45-7	S=C1NCCN1
